co,PT08.S1(CO),NMHC(GT),benzene,PT08.S2(NMHC),nox,PT08.S3(NOx),no2,PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour_sin,hour_cos,co_lag1,co_std_3h,no2_lag1,no2_std_3h,nox_lag1,nox_std_3h,benzene_lag1,benzene_std_3h,PT08.S1(CO)_lag1,PT08.S1(CO)_diff,PT08.S2(NMHC)_lag1,PT08.S2(NMHC)_diff,PT08.S3(NOx)_lag1,PT08.S3(NOx)_diff,PT08.S4(NO2)_lag1,PT08.S4(NO2)_diff,PT08.S5(O3)_lag1,PT08.S5(O3)_diff,heat_index
1.2,983.0,275.0,6.5,833.0,116.0,894.0,102.0,1524.0,1012.0,16.0,58.3,1.0481,0.9659258262890683,0.25881904510252074,1.1,0.09999999999998346,87.0,8.144527815246915,74.0,24.105670149018447,6.1,0.7211102550930595,988.0,-5.0,814.0,19.0,908.0,-14.0,1512.0,12.0,921.0,91.0,932.8
1.5,1033.0,275.0,8.4,917.0,118.0,882.0,95.0,1617.0,905.0,17.2,52.3,1.0169,1.0,6.123233995736766e-17,1.2,0.20816659994660838,102.0,7.505553499464912,116.0,24.846193538111205,6.5,1.228820572744572,983.0,50.0,833.0,84.0,894.0,-12.0,1524.0,93.0,1012.0,-107.0,899.56
3.7,1388.0,275.0,20.6,1372.0,272.0,601.0,140.0,2105.0,1449.0,18.5,49.4,1.0397,0.9659258262890683,-0.25881904510252063,1.5,1.3650396819628865,95.0,24.214320831551813,118.0,89.49487881065195,8.4,7.6513615346115555,1033.0,355.0,917.0,455.0,882.0,-281.0,1617.0,488.0,905.0,544.0,913.9
3.5,1512.0,275.0,20.6,1530.0,265.0,527.0,139.0,2326.0,1725.0,20.0,45.6,1.0524,0.8660254037844387,-0.4999999999999998,3.7,1.2165525060596485,140.0,25.696951829610448,272.0,86.96167738339274,20.6,7.043673284113408,1388.0,124.0,1372.0,158.0,601.0,-74.0,2105.0,221.0,1449.0,276.0,912.0
3.3,1148.0,275.0,13.6,1104.0,258.0,723.0,138.0,1713.0,1301.0,21.0,37.9,0.9313,0.7071067811865476,-0.7071067811865475,3.5,0.20000000000004034,139.0,0.9999999999907629,265.0,6.999999999996102,20.6,4.041451884327321,1512.0,-364.0,1530.0,-426.0,527.0,196.0,2326.0,-613.0,1725.0,-424.0,795.9
2.5,1095.0,275.0,11.1,1019.0,186.0,815.0,113.0,1618.0,1181.0,22.8,32.4,0.887,0.49999999999999994,-0.8660254037844387,3.3,0.5291502622129303,138.0,14.730919862655712,258.0,43.73023362998738,13.6,4.924428900898022,1148.0,-53.0,1104.0,-85.0,723.0,92.0,1713.0,-95.0,1301.0,-120.0,738.72
1.9,987.0,275.0,10.0,979.0,130.0,923.0,101.0,1515.0,962.0,25.5,25.6,0.8218,0.258819045102521,-0.9659258262890682,2.5,0.7023769168568553,113.0,18.876793513023397,186.0,64.16645021608473,11.1,1.844812546936199,1095.0,-108.0,1019.0,-40.0,815.0,108.0,1618.0,-103.0,1181.0,-219.0,652.8000000000001
2.0,984.0,275.0,10.5,998.0,134.0,905.0,97.0,1523.0,862.0,25.9,23.6,0.7771,1.2246467991473532e-16,-1.0,1.9,0.32145502536643966,101.0,8.32666399786414,130.0,31.24099870362576,10.0,0.5507570547285673,987.0,-3.0,979.0,19.0,923.0,-18.0,1515.0,8.0,962.0,-100.0,611.24
2.5,1072.0,275.0,13.0,1084.0,148.0,843.0,114.0,1622.0,1017.0,27.7,20.8,0.7599,-0.2588190451025208,-0.9659258262890683,2.0,0.32145502536643966,97.0,8.888194417315217,134.0,9.451631252502374,10.5,1.6072751268321335,984.0,88.0,998.0,86.0,905.0,-62.0,1523.0,99.0,862.0,155.0,576.16
2.1,1048.0,275.0,12.5,1068.0,147.0,869.0,110.0,1573.0,993.0,27.1,21.6,0.7618,-0.4999999999999997,-0.8660254037844388,2.5,0.2645751311064695,114.0,8.88819441731516,148.0,7.810249675903211,13.0,1.3228756555322458,1072.0,-24.0,1084.0,-16.0,843.0,26.0,1622.0,-49.0,1017.0,-24.0,585.36
2.1,1042.0,275.0,11.4,1029.0,123.0,907.0,103.0,1540.0,879.0,28.4,20.2,0.7697,-0.7071067811865471,-0.7071067811865479,2.1,0.2309401076758628,110.0,5.567764362829276,147.0,14.153915830372867,12.5,0.818535277187154,1048.0,-6.0,1068.0,-39.0,869.0,38.0,1573.0,-33.0,993.0,-114.0,573.68
2.3,1113.0,275.0,13.1,1086.0,138.0,882.0,119.0,1584.0,926.0,28.1,21.9,0.8184,-0.8660254037844385,-0.5000000000000004,2.1,0.11547005383794784,103.0,8.02080627701009,123.0,12.124355652979931,11.4,0.8621678104250832,1042.0,71.0,1029.0,57.0,907.0,-25.0,1540.0,44.0,879.0,47.0,615.39
3.0,1146.0,275.0,14.9,1145.0,162.0,836.0,126.0,1647.0,1011.0,27.6,22.3,0.8116,-0.9659258262890683,-0.25881904510252063,2.3,0.4725815626252692,119.0,11.789826122551142,138.0,19.67231557290464,13.1,1.7502380790432874,1113.0,33.0,1086.0,59.0,882.0,-46.0,1584.0,63.0,926.0,85.0,615.48
4.1,1239.0,275.0,19.1,1272.0,214.0,748.0,144.0,1790.0,1380.0,25.2,24.3,0.7671,-1.0,-1.8369701987210297e-16,3.0,0.9073771725877542,126.0,12.89702808143481,162.0,38.850139424888546,14.9,3.078960863668076,1146.0,93.0,1145.0,127.0,836.0,-88.0,1647.0,143.0,1011.0,369.0,612.36
4.1,1302.0,275.0,20.6,1346.0,230.0,706.0,164.0,1880.0,1698.0,24.6,25.1,0.7636,-0.9659258262890684,0.2588190451025203,4.1,0.6350852961086033,144.0,19.008769905843806,214.0,35.552777669261594,19.1,2.9546573405387506,1239.0,63.0,1272.0,74.0,748.0,-42.0,1790.0,90.0,1380.0,318.0,617.46
3.5,1181.0,275.0,16.1,1183.0,191.0,792.0,148.0,1711.0,1432.0,23.1,27.2,0.7575,-0.8660254037844386,0.5000000000000001,4.1,0.34641016151380505,164.0,10.583005244257297,230.0,19.6044212700421,20.6,2.2912878474778093,1302.0,-121.0,1346.0,-163.0,706.0,86.0,1880.0,-169.0,1698.0,-266.0,628.32
2.1,1068.0,275.0,11.6,1037.0,128.0,869.0,119.0,1567.0,1217.0,22.0,28.6,0.7483,-0.7071067811865477,0.7071067811865474,3.5,1.0263202878893838,148.0,22.810816147900397,191.0,51.46843692983056,16.1,4.49999999999996,1181.0,-113.0,1183.0,-146.0,792.0,77.0,1711.0,-144.0,1432.0,-215.0,629.2
2.3,1135.0,275.0,12.4,1065.0,138.0,803.0,111.0,1630.0,1317.0,20.8,34.5,0.8365,-0.5000000000000004,0.8660254037844384,2.1,0.7571877794400426,119.0,19.467922333931426,128.0,33.857544703260444,11.6,2.4006943440040676,1068.0,67.0,1037.0,28.0,869.0,-66.0,1567.0,63.0,1217.0,100.0,717.6
1.9,1121.0,275.0,10.4,992.0,126.0,844.0,115.0,1505.0,1255.0,20.4,35.3,0.8352,-0.25881904510252157,0.9659258262890681,2.3,0.20000000000001053,111.0,3.999999999998721,138.0,6.429100507324461,12.4,1.0066445913693753,1135.0,-14.0,1065.0,-73.0,803.0,41.0,1630.0,-125.0,1317.0,-62.0,720.1199999999999
1.9,1131.0,275.0,9.7,965.0,107.0,843.0,103.0,1520.0,1223.0,19.1,38.3,0.8381,0.0,1.0,1.9,0.23094010767585807,115.0,6.1101009266071005,126.0,15.631165450256091,10.4,1.4011899704655513,1121.0,10.0,992.0,-27.0,844.0,-1.0,1505.0,15.0,1255.0,-32.0,731.53
1.2,947.0,275.0,5.7,798.0,67.0,964.0,81.0,1395.0,930.0,18.0,40.5,0.8271,0.25881904510252074,0.9659258262890683,1.9,0.4041451884327382,103.0,17.243356208503275,107.0,30.116440692750306,9.7,2.5357444666212015,1131.0,-184.0,965.0,-167.0,843.0,121.0,1520.0,-125.0,1223.0,-293.0,729.0
1.0,935.0,275.0,5.4,786.0,55.0,964.0,71.0,1389.0,954.0,17.4,43.4,0.8553,0.49999999999999994,0.8660254037844387,1.2,0.4725815626252579,81.0,16.370705543744908,67.0,27.227437142215198,5.7,2.4006943440041404,947.0,-12.0,798.0,-12.0,964.0,0.0,1395.0,-6.0,930.0,24.0,755.16
1.1,941.0,275.0,5.6,792.0,53.429729729729736,975.0,64.5,1397.0,889.0,14.8,50.6,0.8489,0.7071067811865476,0.7071067811865476,1.0,0.0999999999999734,71.0,8.311638426528068,55.0,7.423139317134768,5.4,0.1527525231659065,935.0,6.0,786.0,6.0,964.0,11.0,1389.0,8.0,954.0,-65.0,748.8800000000001
0.8,867.0,275.0,4.4,734.0,53.429729729729736,1043.0,58.0,1324.0,808.0,14.6,51.4,0.8489,0.8660254037844386,0.5000000000000001,1.1,0.15275252316517302,64.5,6.50000000000056,53.429729729729736,0.9065959632112531,5.6,0.6429100507330517,941.0,-74.0,792.0,-58.0,975.0,68.0,1397.0,-73.0,889.0,-81.0,750.4399999999999
0.6,839.0,275.0,2.8,638.0,53.429729729729736,1171.0,55.0,1271.0,643.0,15.7,46.9,0.8329,0.9659258262890683,0.25881904510252074,0.8,0.25166114784234267,58.0,4.856267428112092,53.429729729729736,0.0,4.4,1.4047538337138021,867.0,-28.0,734.0,-96.0,1043.0,128.0,1324.0,-53.0,808.0,-165.0,736.3299999999999
0.6,873.0,275.0,3.9,704.0,53.429729729729736,1091.0,55.0,1322.0,756.0,15.3,49.7,0.8552,1.0,6.123233995736766e-17,0.6,0.11547005383788393,55.0,1.7320508075718146,53.429729729729736,0.0,2.8,0.8185352771874425,839.0,34.0,638.0,66.0,1171.0,-80.0,1271.0,51.0,643.0,113.0,760.4100000000001
1.4,1065.0,275.0,9.1,942.0,106.0,890.0,68.0,1576.0,1067.0,16.0,47.4,0.8564,0.9659258262890683,-0.25881904510252063,0.6,0.4618802153516924,55.0,7.505553499465736,53.429729729729736,30.35145969191103,3.9,3.3650160970392946,873.0,192.0,704.0,238.0,1091.0,-201.0,1322.0,254.0,756.0,311.0,758.4
2.6,1187.0,275.0,13.6,1104.0,208.0,727.0,108.0,1721.0,1391.0,17.6,43.3,0.8647,0.8660254037844387,-0.4999999999999998,1.4,1.0066445913694329,68.0,27.622454633866322,106.0,78.59134999870463,9.1,4.854207796678399,1065.0,122.0,942.0,162.0,890.0,-163.0,1576.0,145.0,1067.0,324.0,762.08
2.8,1249.0,275.0,15.8,1174.0,193.0,712.0,117.0,1774.0,1486.0,20.3,37.4,0.8807,0.7071067811865476,-0.7071067811865475,2.6,0.7571877794400405,108.0,26.083200212652766,208.0,55.07267925205697,13.6,3.4151622704248115,1187.0,62.0,1104.0,70.0,727.0,-15.0,1721.0,53.0,1391.0,95.0,759.22
2.6,1157.0,275.0,12.7,1072.0,191.0,802.0,127.0,1653.0,1327.0,23.1,30.3,0.8425,0.49999999999999994,-0.8660254037844387,2.8,0.11547005383796705,117.0,9.5043849529216,193.0,9.291573243174708,15.8,1.5947831618540136,1249.0,-92.0,1174.0,-102.0,712.0,90.0,1774.0,-121.0,1486.0,-159.0,699.9300000000001
1.6,988.0,275.0,8.6,924.0,113.0,1015.0,93.0,1463.0,835.0,25.0,24.2,0.7568,0.258819045102521,-0.9659258262890682,2.6,0.6429100507328684,127.0,17.473789896107945,191.0,45.62163229580108,12.7,3.611555528208472,1157.0,-169.0,1072.0,-148.0,802.0,213.0,1653.0,-190.0,1327.0,-492.0,605.0
1.7,1025.0,275.0,9.4,955.0,111.0,997.0,94.0,1457.0,834.0,25.6,23.5,0.7611,1.2246467991473532e-16,-1.0,1.6,0.5507570547286126,93.0,19.347695814575097,113.0,45.62163229580108,8.6,2.1733231083603948,988.0,37.0,924.0,31.0,1015.0,-18.0,1463.0,-6.0,835.0,-1.0,601.6
1.7,997.0,275.0,9.2,947.0,106.0,998.0,87.0,1460.0,815.0,25.5,22.6,0.7288,-0.2588190451025208,-0.9659258262890683,1.7,0.057735026918959674,94.0,3.7859388971999253,111.0,3.605551275456684,9.4,0.41633319989325507,1025.0,-28.0,955.0,-8.0,997.0,1.0,1457.0,3.0,834.0,-19.0,576.3000000000001
1.3,916.0,275.0,6.4,829.0,82.0,1124.0,75.0,1333.0,621.0,26.1,21.1,0.7023,-0.4999999999999997,-0.8660254037844388,1.7,0.2309401076758474,87.0,9.609023536933053,106.0,15.5026879389763,9.2,1.6772994167212363,997.0,-81.0,947.0,-118.0,998.0,126.0,1460.0,-127.0,815.0,-194.0,550.71
1.4,965.0,275.0,8.3,910.0,79.0,1056.0,81.0,1389.0,643.0,28.2,19.4,0.7303,-0.7071067811865471,-0.7071067811865479,1.3,0.20816659994660772,75.0,6.000000000000126,82.0,14.798648586947001,6.4,1.429452109492802,916.0,49.0,829.0,81.0,1124.0,-68.0,1333.0,56.0,621.0,22.0,547.0799999999999
1.4,985.0,275.0,8.1,903.0,90.0,1059.0,86.0,1437.0,712.0,27.4,20.5,0.7379,-0.8660254037844385,-0.5000000000000004,1.4,0.057735026918934285,81.0,5.507570547286248,79.0,5.686240703072818,8.3,1.0440306508911086,965.0,20.0,910.0,-7.0,1056.0,3.0,1389.0,48.0,643.0,69.0,561.6999999999999
1.7,1026.0,275.0,8.5,920.0,104.0,1037.0,97.0,1455.0,746.0,26.0,22.7,0.7532,-0.9659258262890683,-0.25881904510252063,1.4,0.1732050807568821,86.0,8.185352771872395,90.0,12.529964086139607,8.1,0.20000000000017168,985.0,41.0,903.0,17.0,1059.0,-22.0,1437.0,18.0,712.0,34.0,590.1999999999999
2.3,1125.0,275.0,11.0,1016.0,148.0,910.0,117.0,1564.0,991.0,23.8,27.1,0.7858,-1.0,-1.8369701987210297e-16,1.7,0.4582575694955851,97.0,15.716233645501552,104.0,30.26549190084224,8.5,1.5716233645501765,1026.0,99.0,920.0,96.0,1037.0,-127.0,1455.0,109.0,746.0,245.0,644.98
2.5,1159.0,275.0,12.1,1054.0,158.0,878.0,120.0,1603.0,1046.0,23.0,28.7,0.7976,-0.9659258262890684,0.2588190451025203,2.3,0.4163331998932324,117.0,12.503332889007014,148.0,28.728615235219387,11.0,1.8448125469362118,1125.0,34.0,1016.0,38.0,910.0,-32.0,1564.0,39.0,991.0,55.0,660.1
3.3,1284.0,275.0,15.0,1149.0,234.0,780.0,149.0,1725.0,1304.0,21.7,31.8,0.8191,-0.8660254037844386,0.5000000000000001,2.5,0.5291502622129283,120.0,17.67295485574834,158.0,47.03190406521878,12.1,2.0663978319771377,1159.0,125.0,1054.0,95.0,878.0,-98.0,1603.0,122.0,1046.0,258.0,690.06
2.2,1101.0,275.0,10.2,986.0,163.0,852.0,124.0,1574.0,1100.0,20.9,33.2,0.8098,-0.7071067811865477,0.7071067811865474,3.3,0.5686240703077416,149.0,15.716233645501227,234.0,42.508822613663895,15.0,2.4172987679087514,1284.0,-183.0,1149.0,-163.0,780.0,72.0,1725.0,-151.0,1304.0,-204.0,693.88
1.6,1101.0,275.0,9.9,972.0,95.0,879.0,97.0,1552.0,1001.0,20.2,34.3,0.8017,-0.5000000000000004,0.8660254037844384,2.2,0.8621678104251749,124.0,26.00640946638579,163.0,69.50539547402019,10.2,2.8618176042508154,1101.0,0.0,986.0,-14.0,852.0,27.0,1574.0,-22.0,1100.0,-99.0,692.8599999999999
2.6,1183.0,275.0,12.0,1049.0,146.0,762.0,112.0,1594.0,1290.0,19.6,37.0,0.8325,-0.25881904510252157,0.9659258262890681,1.6,0.5033222956847214,97.0,13.527749258468361,95.0,35.38832199092353,9.9,1.135781669160028,1101.0,82.0,972.0,77.0,879.0,-117.0,1552.0,42.0,1001.0,289.0,725.2
2.3,1132.0,275.0,10.5,996.0,102.0,822.0,95.0,1564.0,1205.0,18.1,40.9,0.8441,0.0,1.0,2.6,0.5131601439446934,112.0,9.291573243177277,146.0,27.64657905299107,12.0,1.0816653826391656,1183.0,-51.0,1049.0,-53.0,762.0,60.0,1594.0,-30.0,1290.0,-85.0,740.2900000000001
1.5,998.0,275.0,7.1,859.0,90.0,919.0,88.0,1450.0,1045.0,17.0,43.3,0.8341,0.25881904510252074,0.9659258262890683,2.3,0.568624070307737,95.0,12.342339054382235,102.0,29.484459183327157,10.5,2.5106440076867376,1132.0,-134.0,996.0,-137.0,822.0,97.0,1564.0,-114.0,1205.0,-160.0,736.0999999999999
0.9,911.0,275.0,4.6,743.0,53.429729729729736,1052.0,55.0,1370.0,739.0,16.7,43.4,0.8193,0.49999999999999994,0.8660254037844387,1.5,0.7023769168568483,88.0,21.3619599600162,90.0,25.299722731575063,7.1,2.961418578992192,998.0,-87.0,859.0,-116.0,919.0,133.0,1450.0,-80.0,1045.0,-306.0,724.78
0.8,875.0,275.0,4.2,721.0,53.429729729729736,1083.0,55.0,1328.0,683.0,15.9,44.7,0.8009,0.7071067811865476,0.7071067811865476,0.9,0.37859388972000974,55.0,19.05255888325782,53.429729729729736,21.113855384876967,4.6,1.5716233645502513,911.0,-36.0,743.0,-22.0,1052.0,31.0,1370.0,-42.0,739.0,-56.0,710.73
0.6000000000000001,808.0,275.0,2.6,630.0,53.429729729729736,1234.0,55.0,1256.0,573.0,15.2,45.5,0.783,0.8660254037844386,0.5000000000000001,0.8,0.15275252316516363,55.0,0.0,53.429729729729736,0.0,4.2,1.0583005244259953,875.0,-67.0,721.0,-91.0,1083.0,151.0,1328.0,-72.0,683.0,-110.0,691.6
0.6,792.0,275.0,2.5,599.0,53.429729729729736,1262.0,55.0,1235.0,564.0,13.5,50.1,0.7706,0.9659258262890683,0.25881904510252074,0.6000000000000001,0.11547005383787985,55.0,0.0,53.429729729729736,0.0,2.6,0.9539392014171427,808.0,-16.0,630.0,-31.0,1234.0,28.0,1256.0,-21.0,573.0,-9.0,676.35
0.6,822.0,275.0,2.5,581.0,53.429729729729736,1326.0,55.0,1256.0,602.0,14.2,49.9,0.8025,1.0,6.123233995736766e-17,0.6,0.0,55.0,0.0,53.429729729729736,0.0,2.5,0.05773502692249317,792.0,30.0,599.0,-18.0,1262.0,64.0,1235.0,21.0,564.0,38.0,708.5799999999999
0.8,918.0,275.0,4.2,721.0,57.0,1069.0,58.0,1353.0,785.0,13.8,51.4,0.8059,0.9659258262890683,-0.25881904510252063,0.6,0.11547005383787985,55.0,1.732050807571716,53.429729729729736,2.061296501611217,2.5,0.9814954576225562,822.0,96.0,581.0,140.0,1326.0,-257.0,1256.0,97.0,602.0,183.0,709.32
0.9,975.0,275.0,5.2,774.0,73.0,1001.0,69.0,1393.0,878.0,16.3,45.1,0.8286,0.8660254037844387,-0.4999999999999998,0.8,0.15275252316516363,58.0,7.371114795832554,57.0,10.422270292135392,4.2,1.3650396819630046,918.0,57.0,721.0,53.0,1069.0,-68.0,1353.0,40.0,785.0,93.0,735.1300000000001
1.6,1047.0,275.0,8.2,908.0,119.0,913.0,89.0,1458.0,981.0,19.2,35.4,0.7812,0.7071067811865476,-0.7071067811865475,0.9,0.4358898943540603,69.0,15.716233645501852,73.0,32.18695387886149,5.2,2.0816659994661855,975.0,72.0,774.0,134.0,1001.0,-88.0,1393.0,65.0,878.0,103.0,679.68
2.0,1053.0,275.0,9.8,970.0,138.0,930.0,105.0,1473.0,991.0,25.5,21.1,0.677,0.49999999999999994,-0.8660254037844387,1.6,0.5567764362830002,89.0,18.03699901129155,119.0,33.42154993413607,8.2,2.3352373184182915,1047.0,6.0,908.0,62.0,913.0,17.0,1458.0,15.0,981.0,10.0,538.0500000000001
1.6,1017.0,275.0,7.9,897.0,96.0,1013.0,92.0,1400.0,780.0,28.2,19.0,0.7164,0.258819045102521,-0.9659258262890682,2.0,0.2309401076758506,105.0,8.504900548115165,138.0,21.031722072461932,9.8,1.0214368964030043,1053.0,-36.0,970.0,-73.0,930.0,83.0,1473.0,-73.0,991.0,-211.0,535.8
1.4,1021.0,275.0,7.7,889.0,80.0,1022.0,82.0,1405.0,684.0,29.5,19.8,0.8013,1.2246467991473532e-16,-1.0,1.6,0.30550504633038844,92.0,11.53256259467067,96.0,29.955522584880494,7.9,1.159022576714281,1017.0,4.0,897.0,-8.0,1013.0,9.0,1400.0,5.0,780.0,-96.0,584.1
0.9,941.0,275.0,4.8,753.0,53.429729729729736,1173.0,56.0,1311.0,468.0,30.6,19.4,0.8348,-0.2588190451025208,-0.9659258262890683,1.4,0.3605551275463928,82.0,18.58314648635521,80.0,21.502740806382548,7.7,1.7349351572897975,1021.0,-80.0,889.0,-136.0,1022.0,151.0,1405.0,-94.0,684.0,-216.0,593.64
0.9,991.0,275.0,5.3,776.0,53.429729729729736,1122.0,60.0,1375.0,468.0,29.9,22.0,0.9181,-0.4999999999999997,-0.8660254037844388,0.9,0.28867513459480076,56.0,14.000000000000231,53.429729729729736,15.34035269298041,4.8,1.55026879389787,941.0,50.0,753.0,23.0,1173.0,-51.0,1311.0,64.0,468.0,0.0,657.8
1.2,1117.0,275.0,7.1,862.0,54.0,995.0,64.0,1476.0,530.0,31.5,21.9,0.997,-0.7071067811865471,-0.7071067811865479,0.9,0.17320508075686558,60.0,4.000000000001062,53.429729729729736,0.32924569399696796,5.3,1.209683154108367,991.0,126.0,776.0,86.0,1122.0,-127.0,1375.0,101.0,468.0,62.0,689.8499999999999
1.4,1217.0,275.0,9.2,947.0,66.0,887.0,85.0,1566.0,648.0,31.2,24.6,1.0987,-0.8660254037844385,-0.5000000000000004,1.2,0.2516611478423465,64.0,13.428824718989317,54.0,7.09855505071952,7.1,1.9519221295943523,1117.0,100.0,862.0,85.0,995.0,-108.0,1476.0,90.0,530.0,118.0,767.52
1.9,1248.0,275.0,10.1,982.0,95.0,880.0,107.0,1617.0,746.0,30.4,26.5,1.1347,-0.9659258262890683,-0.25881904510252063,1.4,0.3605551275463955,85.0,21.501937897160182,66.0,21.07921567168222,9.2,1.539480431834086,1217.0,31.0,947.0,35.0,887.0,-7.0,1566.0,51.0,648.0,98.0,805.5999999999999
1.8,1242.0,275.0,9.9,973.0,99.0,856.0,106.0,1632.0,819.0,26.8,33.5,1.1602,-1.0,-1.8369701987210297e-16,1.9,0.2645751311064584,107.0,12.423096769055956,95.0,18.009256878985592,10.1,0.47258156262527407,1248.0,-6.0,982.0,-9.0,880.0,-24.0,1617.0,15.0,746.0,73.0,897.8000000000001
2.7,1403.0,275.0,15.1,1151.0,147.0,747.0,125.0,1820.0,1125.0,25.5,37.4,1.1995,-0.9659258262890684,0.2588190451025203,1.8,0.4932882862316292,106.0,10.692676621563189,99.0,28.93671255228008,9.9,2.9461839725312298,1242.0,161.0,973.0,178.0,856.0,-109.0,1632.0,188.0,819.0,306.0,953.6999999999999
2.4,1238.0,275.0,10.6,999.0,129.0,833.0,118.0,1648.0,1013.0,23.7,39.4,1.1381,-0.8660254037844386,0.5000000000000001,2.7,0.4582575694955907,125.0,9.609023536932497,147.0,24.248711305963205,15.1,2.8219378684395626,1403.0,-165.0,1151.0,-152.0,747.0,86.0,1820.0,-172.0,1125.0,-112.0,933.78
1.6,1093.0,275.0,7.0,858.0,96.0,975.0,95.0,1495.0,816.0,22.9,37.0,1.0197,-0.7071067811865477,0.7071067811865474,2.4,0.5686240703077375,118.0,15.695009822657775,129.0,25.86503431275412,10.6,4.058324777540597,1238.0,-145.0,999.0,-141.0,833.0,142.0,1648.0,-153.0,1013.0,-197.0,847.3
1.4,1034.0,275.0,5.9,805.0,92.0,1030.0,97.0,1416.0,750.0,20.8,36.3,0.8775,-0.5000000000000004,0.8660254037844384,1.6,0.5291502622129188,95.0,12.741009902410692,96.0,20.305992547356198,7.0,2.4583192089989945,1093.0,-59.0,858.0,-53.0,975.0,55.0,1495.0,-79.0,816.0,-66.0,755.04
1.4,934.0,275.0,5.6,795.0,88.0,1098.0,93.0,1328.0,673.0,20.3,28.5,0.6686,-0.25881904510252157,0.9659258262890681,1.4,0.11547005383791356,97.0,1.9999999999991829,92.0,3.999999999994392,5.9,0.7371114795833361,1034.0,-100.0,805.0,-10.0,1030.0,68.0,1416.0,-88.0,750.0,-77.0,578.5500000000001
1.4,913.0,275.0,5.4,785.0,89.0,1110.0,85.0,1273.0,692.0,19.6,26.5,0.5974,0.0,1.0,1.4,0.0,93.0,6.110100926607614,88.0,2.0816659994554807,5.6,0.2516611478428157,934.0,-21.0,795.0,-10.0,1098.0,12.0,1328.0,-55.0,673.0,19.0,519.4000000000001
0.9,835.0,275.0,3.7,691.0,53.429729729729736,1265.0,67.0,1182.0,517.0,19.1,25.9,0.5673,0.25881904510252074,0.9659258262890683,1.4,0.2886751345948039,85.0,13.316656236958838,89.0,20.254002541305905,5.4,1.044030650891184,913.0,-78.0,785.0,-94.0,1110.0,155.0,1273.0,-91.0,692.0,-175.0,494.69
0.6,773.0,275.0,2.5,568.0,53.429729729729736,1474.0,55.0,1113.0,392.0,18.4,27.6,0.5799,0.49999999999999994,0.8660254037844387,0.9,0.40414518843272823,67.0,15.09966887054169,53.429729729729736,20.536505115687334,3.7,1.457166199626405,835.0,-62.0,691.0,-123.0,1265.0,209.0,1182.0,-69.0,517.0,-125.0,507.84
0.6,771.0,275.0,2.5,533.0,53.429729729729736,1566.0,55.0,1110.0,360.0,17.4,30.2,0.5945,0.7071067811865476,0.7071067811865476,0.6,0.1732050807568571,55.0,6.92820323027617,53.429729729729736,0.0,2.5,0.6928203230278239,773.0,-2.0,568.0,-35.0,1474.0,92.0,1113.0,-3.0,392.0,-32.0,525.4799999999999
0.6,805.0,275.0,2.5,534.0,53.429729729729736,1454.0,55.0,1112.0,409.0,16.3,34.1,0.6257,0.8660254037844386,0.5000000000000001,0.6,0.0,55.0,0.0,53.429729729729736,0.0,2.5,0.0,771.0,34.0,533.0,1.0,1566.0,-112.0,1110.0,2.0,360.0,49.0,555.83
0.6,930.0,275.0,3.5,684.0,65.0,1059.0,75.0,1220.0,779.0,15.8,36.5,0.6535,0.9659258262890683,0.25881904510252074,0.6,0.0,55.0,11.547005383792873,53.429729729729736,6.680098655134488,2.5,0.5773502691899561,805.0,125.0,534.0,150.0,1454.0,-395.0,1112.0,108.0,409.0,370.0,576.7
1.3,1009.0,275.0,7.0,859.0,132.0,944.0,102.0,1420.0,1016.0,16.0,38.1,0.6879,1.0,6.123233995736766e-17,0.6,0.40414518843272657,75.0,23.586719427112715,65.0,42.418860829569184,3.5,2.3629078131263674,930.0,79.0,684.0,175.0,1059.0,-115.0,1220.0,200.0,779.0,237.0,609.6
2.6,1196.0,275.0,14.4,1131.0,216.0,775.0,113.0,1675.0,1243.0,17.6,35.0,0.6965,0.9659258262890683,-0.25881904510252063,1.3,1.0148891565092206,102.0,19.553345834749862,132.0,75.65932416651154,7.0,5.565069631190618,1009.0,187.0,859.0,272.0,944.0,-169.0,1420.0,255.0,1016.0,227.0,616.0
2.0,1010.0,275.0,8.9,937.0,180.0,945.0,142.0,1444.0,949.0,18.5,31.2,0.6611,0.8660254037844387,-0.4999999999999998,2.6,0.6506407098647726,113.0,20.663978319771555,216.0,42.14261501141018,14.4,3.8431757701151246,1196.0,-186.0,1131.0,-194.0,775.0,170.0,1675.0,-231.0,1243.0,-294.0,577.1999999999999
1.8,990.0,275.0,8.6,924.0,140.0,974.0,90.0,1404.0,861.0,19.8,28.5,0.652,0.7071067811865476,-0.7071067811865475,2.0,0.4163331998932307,142.0,26.057628441590577,180.0,38.017539811687804,8.9,3.2654759734735896,1010.0,-20.0,937.0,-13.0,945.0,29.0,1444.0,-40.0,949.0,-88.0,564.3000000000001
1.7,988.0,275.0,8.5,918.0,141.0,1007.0,94.0,1393.0,850.0,22.3,24.1,0.6394,0.49999999999999994,-0.8660254037844387,1.8,0.15275252316519655,90.0,28.93671255228081,140.0,22.8108161478995,8.6,0.20816659994674064,990.0,-2.0,924.0,-6.0,974.0,33.0,1404.0,-11.0,861.0,-11.0,537.4300000000001
